,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
VIAB UN Equity,VIACOM INC-CLASS B,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,#N/A N/A
VIAB UW Equity,VIACOM INC-CLASS B,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,#N/A N/A
VIAV UQ Equity,VIAVI SOLUTIONS INC,US,USD,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,4008651472
VIAV UW Equity,VIAVI SOLUTIONS INC,US,USD,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,4008651472
VICI UN Equity,VICI PROPERTIES INC,US,USD,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs,30813831826
VLO UN Equity,VALERO ENERGY CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing,53215014269
VLTO UN Equity,VERALTO CORP,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,25145072128
VMC UN Equity,VULCAN MATERIALS CO,US,USD,Materials,Materials,Construction Materials,Construction Materials,38989187447
VNO UN Equity,VORNADO REALTY TRUST,US,USD,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs,7071458914
VNT UN Equity,VONTIER CORP,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,5182972000
VOD LN Equity,VODAFONE GROUP PLC,GB,GBp,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser,22384956064
VRSK UW Equity,VERISK ANALYTICS INC,US,USD,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,31204124697
VRSN UW Equity,VERISIGN INC,US,USD,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc,23422509000
VRTX UW Equity,VERTEX PHARMACEUTICALS INC,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,1.0965E+11
VST UN Equity,VISTRA CORP,US,USD,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &,59904346632
VSTNQ UN Equity,VISTEON CORP,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
VTR UN Equity,VENTAS INC,US,USD,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs,37616204546
VTRS UW Equity,VIATRIS INC,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,12254831438
VYX UN Equity,NCR VOYIX CORP,US,USD,Information Technology,Software & Services,Software,Application Software,1386360205
VZ UN Equity,VERIZON COMMUNICATIONS INC,US,USD,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,1.72367E+11
WAB UN Equity,WABTEC CORP,US,USD,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,35516355392
WAMUQ UN Equity,WASHINGTON MUTUAL INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
WAT UN Equity,WATERS CORP,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,24238974044
WBA UN Equity,WALGREENS BOOTS ALLIANCE INC,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Drug Retail,#N/A N/A
WBA UW Equity,WALGREENS BOOTS ALLIANCE INC,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Drug Retail,#N/A N/A
WBD UW Equity,WARNER BROS DISCOVERY INC,US,USD,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,59174031275
WCG UN Equity,WELLCARE HEALTH PLANS INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,#N/A N/A
WDAY UW Equity,WORKDAY INC-CLASS A,US,USD,Information Technology,Software & Services,Software,Application Software,56634420000
WDC UN Equity,WESTERN DIGITAL CORP,US,USD,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",53958544527
WDC UW Equity,WESTERN DIGITAL CORP,US,USD,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",53931192585
WEC UN Equity,WEC ENERGY GROUP INC,US,USD,Utilities,Utilities,Multi-Utilities,Multi-Utilities,36511026844
WEIR LN Equity,WEIR GROUP PLC/THE,GB,GBp,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,7149715912
WELL UN Equity,WELLTOWER INC,US,USD,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs,1.41555E+11
WFC UN Equity,WELLS FARGO & CO,US,USD,Financials,Banks,Banks,Diversified Banks,2.6858E+11
WFM UW Equity,WHOLE FOODS MARKET INC,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,#N/A N/A
WFTIQ UN Equity,WEATHERFORD INTERNATIONAL PL,US,USD,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,#N/A N/A
WG/ LN Equity,JOHN WOOD GROUP PLC,GB,GBp,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,168808806
WHR UN Equity,WHIRLPOOL CORP,US,USD,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances,4421144386
WINMQ UN Equity,WINDSTREAM HOLDINGS INC,US,USD,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,#N/A N/A
WINMQ UW Equity,WINDSTREAM HOLDINGS INC,US,USD,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,#N/A N/A
WM UN Equity,WASTE MANAGEMENT INC,US,USD,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,87563153535
WMB UN Equity,WILLIAMS COS INC,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta,73541800171
WMH LN Equity,WILLIAM HILL LTD,GB,GBp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,#N/A N/A
WMT UN Equity,WALMART INC,US,USD,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R,8.69838E+11
WPG LN Equity,WORLDPAY GROUP PLC,GB,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
WPP LN Equity,WPP PLC,GB,GBp,Communication Services,Media & Entertainment,Media,Advertising,3254746714
WPX UN Equity,WPX ENERGY INC,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
WRB UN Equity,WR BERKLEY CORP,US,USD,Financials,Insurance,Insurance,Property & Casualty Insurance,29504843949
WRK UN Equity,WESTROCK CO,US,USD,Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod,#N/A N/A
WST UN Equity,WEST PHARMACEUTICAL SERVICES,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,19938397202
WTB LN Equity,WHITBREAD PLC,GB,GBp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",4837978286
WTW UW Equity,WILLIS TOWERS WATSON PLC,GB,USD,Financials,Insurance,Insurance,Insurance Brokers,30757326954
WU UN Equity,WESTERN UNION CO,US,USD,Financials,Financial Services,Financial Services,Transaction & Payment Processi,2755715326
WWY UN Equity,WM WRIGLEY JR CO,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
WY UN Equity,WEYERHAEUSER CO,US,USD,Real Estate,Equity Real Estate Investment,Specialized REITs,Timber REITs,16046365860
WYE UN Equity,WYETH LLC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
WYNN UW Equity,WYNN RESORTS LTD,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,13460536051
X UN Equity,UNITED STATES STEEL CORP,US,USD,Materials,Materials,Metals & Mining,Steel,#N/A N/A
XEC UN Equity,COTERRA ENERGY OPERATING CO,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,#N/A N/A
XEL UN Equity,XCEL ENERGY INC,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,48068521954
XEL UW Equity,XCEL ENERGY INC,US,USD,Utilities,Utilities,Electric Utilities,Electric Utilities,48062606556
XLNX UQ Equity,XILINX INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,#N/A N/A
XLNX UW Equity,XILINX INC,US,USD,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors,#N/A N/A
XOM UN Equity,EXXON MOBIL CORP,US,USD,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,4.84004E+11
XRAY UW Equity,DENTSPLY SIRONA INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,2252941730
XRX UN Equity,XEROX HOLDINGS CORP,US,USD,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &",334077051.7
XTA LN Equity,XSTRATA LTD,SZ,GBp,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
XTO UN Equity,XTO ENERGY INC,US,USD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
XYL UN Equity,XYLEM INC,US,USD,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,34358354171
YUM UN Equity,YUM! BRANDS INC,US,USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,42703005100
ZBH UN Equity,ZIMMER BIOMET HOLDINGS INC,US,USD,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,19332610690
ZBRA UW Equity,ZEBRA TECHNOLOGIES CORP-CL A,US,USD,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,12690390621
ZION UQ Equity,ZIONS BANCORP NA,US,USD,Financials,Banks,Banks,Regional Banks,7863361471
ZION UW Equity,ZIONS BANCORP NA,US,USD,Financials,Banks,Banks,Regional Banks,7863361471
ZTS UN Equity,ZOETIS INC,US,USD,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,56272116496
